ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.03571428571428571,0.0035714285714285713,0.13214285714285715,0.38571428571428573,0.44285714285714284
2,0.5216795983569147,0.0011410314924691922,0.025787311729803742,0.36741214057507987,0.08397991784573254
3,0.43640350877192985,0.0021929824561403508,0.033168859649122806,0.18612938596491227,0.34210526315789475
4,0.19626168224299065,0.0,0.037383177570093455,0.2523364485981308,0.514018691588785
5,0.5216795983569147,0.0011410314924691922,0.025787311729803742,0.36741214057507987,0.08397991784573254
6,0.29297075423293995,0.004361210877373012,0.07747562852744998,0.37044638276038994,0.2547460236018471
7,0.29297075423293995,0.004361210877373012,0.07747562852744998,0.37044638276038994,0.2547460236018471
8,0.5964912280701754,0.002770083102493075,0.002770083102493075,0.06371191135734072,0.33425669436749766
9,0.9398527004909983,0.0004091653027823241,0.0004091653027823241,0.028641571194762683,0.030687397708674305
10,0.5216795983569147,0.0011410314924691922,0.025787311729803742,0.36741214057507987,0.08397991784573254
11,0.7866666666666666,0.0,0.005925925925925926,0.11555555555555555,0.09185185185185185
12,0.03571428571428571,0.0035714285714285713,0.13214285714285715,0.38571428571428573,0.44285714285714284
13,0.5964912280701754,0.002770083102493075,0.002770083102493075,0.06371191135734072,0.33425669436749766
14,0.6320582877959927,0.0036429872495446266,0.0546448087431694,0.03825136612021858,0.27140255009107467
15,0.5216795983569147,0.0011410314924691922,0.025787311729803742,0.36741214057507987,0.08397991784573254
16,0.9398527004909983,0.0004091653027823241,0.0004091653027823241,0.028641571194762683,0.030687397708674305
17,0.5216795983569147,0.0011410314924691922,0.025787311729803742,0.36741214057507987,0.08397991784573254
18,0.5216795983569147,0.0011410314924691922,0.025787311729803742,0.36741214057507987,0.08397991784573254
19,0.29297075423293995,0.004361210877373012,0.07747562852744998,0.37044638276038994,0.2547460236018471
20,0.005649717514124294,0.011299435028248588,0.423728813559322,0.01694915254237288,0.5423728813559322
21,0.5216795983569147,0.0011410314924691922,0.025787311729803742,0.36741214057507987,0.08397991784573254
22,0.0,0.013289036544850499,0.029900332225913623,0.0016611295681063123,0.9551495016611296
23,0.43640350877192985,0.0021929824561403508,0.033168859649122806,0.18612938596491227,0.34210526315789475
24,0.0,0.013761467889908258,0.02018348623853211,0.001834862385321101,0.9642201834862385
25,0.43640350877192985,0.0021929824561403508,0.033168859649122806,0.18612938596491227,0.34210526315789475
26,0.43640350877192985,0.0021929824561403508,0.033168859649122806,0.18612938596491227,0.34210526315789475
27,0.8161458333333333,0.0005208333333333333,0.0010416666666666667,0.0125,0.16979166666666667
28,0.0,0.015384615384615385,0.02735042735042735,0.0017094017094017094,0.9555555555555556
29,0.5216795983569147,0.0011410314924691922,0.025787311729803742,0.36741214057507987,0.08397991784573254
30,0.5216795983569147,0.0011410314924691922,0.025787311729803742,0.36741214057507987,0.08397991784573254
31,0.29297075423293995,0.004361210877373012,0.07747562852744998,0.37044638276038994,0.2547460236018471
32,0.8161458333333333,0.0005208333333333333,0.0010416666666666667,0.0125,0.16979166666666667
33,0.43640350877192985,0.0021929824561403508,0.033168859649122806,0.18612938596491227,0.34210526315789475
